Geneid	A2537	A0	A10^-5	A5x10-5	A10^-4	A10^-3	A2x10^-3	A5x10^-3	B2537	B0	B10^-5	B5x10-5	B10^-4	B10^-3	B2x10^-3	B5x10^-3	C2537	C0	C10^-5	C5x10-5	C10^-4	C10^-3	C2x10^-3	C5x10^-3
CDS:b1782:mipA:scaffolding_protein_for_murein_synthesizing_machinery:cds1770:-:746:NC_000913.3	993	1610	1844	2643	199	2085	2172	1246	1191	89	85	1976	347	2780	2679	1713	1398	451	1845	1706	1486	1588	1121	699
AS_CDS:b1782:mipA:scaffolding_protein_for_murein_synthesizing_machinery:cds1770:-:746:NC_000913.3	43	35	58	43	12	50	51	40	70	5	4	65	9	67	57	79	60	19	36	61	58	56	36	37
IGR:(CDS,b1782,mipA,scaffolding_protein_for_murein_synthesizing_machinery,cds1770,-,746/CDS,b1783,yeaG,protein_kinase2C_endogenous_substrate_unidentified3B_autokinase,cds1771,+,1934):+:1986:NC_000913.3	638	96	157	557	205	289	353	495	1227	10	33	549	326	373	395	318	1380	94	163	496	829	461	354	437
AS_IGR:(CDS,b1782,mipA,scaffolding_protein_for_murein_synthesizing_machinery,cds1770,-,746/CDS,b1783,yeaG,protein_kinase2C_endogenous_substrate_unidentified3B_autokinase,cds1771,+,1934):+:1986:NC_000913.3	25	20	28	17	2	17	41	28	29	14	4	40	8	28	38	192	34	14	29	37	28	18	17	11
CDS:b1783:yeaG:protein_kinase2C_endogenous_substrate_unidentified3B_autokinase:cds1771:+:1934:NC_000913.3	8330	980	1869	6560	2710	3968	5167	7309	12233	186	232	6111	4155	4547	5399	7644	16880	921	1733	5656	9774	6182	4375	6190
AS_CDS:b1783:yeaG:protein_kinase2C_endogenous_substrate_unidentified3B_autokinase:cds1771:+:1934:NC_000913.3	13	18	18	16	6	24	21	13	16	4	0	35	9	28	24	23	25	7	23	11	23	17	15	8
IGR:(CDS,b1783,yeaG,protein_kinase2C_endogenous_substrate_unidentified3B_autokinase,cds1771,+,1934/CDS,b1784,yeaH,UPF0229_family_protein,cds1772,+,1283):+:1335:NC_000913.3	194	19	48	138	55	83	141	168	264	4	9	146	110	100	113	306	371	20	33	118	216	127	92	148
AS_IGR:(CDS,b1783,yeaG,protein_kinase2C_endogenous_substrate_unidentified3B_autokinase,cds1771,+,1934/CDS,b1784,yeaH,UPF0229_family_protein,cds1772,+,1283):+:1335:NC_000913.3	3	3	4	1	2	7	5	7	8	2	0	3	1	6	8	4	12	4	1	4	4	4	6	5
CDS:b1784:yeaH:UPF0229_family_protein:cds1772:+:1283:NC_000913.3	2605	357	540	2109	595	1292	1619	2145	4194	59	99	1974	1159	1703	1714	3134	5247	244	500	1567	3440	2087	1349	1907
AS_CDS:b1784:yeaH:UPF0229_family_protein:cds1772:+:1283:NC_000913.3	23	141	261	237	25	62	46	22	38	13	18	304	38	60	67	52	27	41	190	218	171	74	53	49
IGR:(CDS,b1784,yeaH,UPF0229_family_protein,cds1772,+,1283/CDS,b1785,yeaI,putative_membrane-anchored_diguanylate_cyclase,cds1773,+,1475):+:1527:NC_000913.3	53	8	10	53	11	38	49	53	143	3	2	66	21	47	60	218	153	2	11	53	82	63	43	55
AS_IGR:(CDS,b1784,yeaH,UPF0229_family_protein,cds1772,+,1283/CDS,b1785,yeaI,putative_membrane-anchored_diguanylate_cyclase,cds1773,+,1475):+:1527:NC_000913.3	1	4	0	3	2	3	3	5	1	1	1	3	1	3	2	4	2	0	2	5	6	1	1	2
CDS:b1785:yeaI:putative_membrane-anchored_diguanylate_cyclase:cds1773:+:1475:NC_000913.3	104	31	56	127	18	144	125	163	246	12	10	149	32	134	180	592	213	12	42	109	165	113	103	138
AS_CDS:b1785:yeaI:putative_membrane-anchored_diguanylate_cyclase:cds1773:+:1475:NC_000913.3	4	22	11	10	5	14	16	16	18	14	6	31	4	9	13	21	18	26	21	26	13	14	9	9
IGR:(CDS,b1785,yeaI,putative_membrane-anchored_diguanylate_cyclase,cds1773,+,1475/CDS,b1786,yeaJ,putative_diguanylate_cyclase,cds1774,+,1490):+:1542:NC_000913.3	10	11	16	14	3	16	16	17	13	3	1	13	3	17	7	18	11	6	17	13	28	5	9	7
AS_IGR:(CDS,b1785,yeaI,putative_membrane-anchored_diguanylate_cyclase,cds1773,+,1475/CDS,b1786,yeaJ,putative_diguanylate_cyclase,cds1774,+,1490):+:1542:NC_000913.3	2	7	10	4	8	8	3	2	3	1	2	9	1	3	3	3	4	2	4	11	4	4	0	4
CDS:b1786:yeaJ:putative_diguanylate_cyclase:cds1774:+:1490:NC_000913.3	153	285	412	682	25	193	188	162	290	20	12	579	87	276	323	233	310	52	240	441	466	193	158	183
AS_CDS:b1786:yeaJ:putative_diguanylate_cyclase:cds1774:+:1490:NC_000913.3	15	51	89	46	12	15	13	6	32	37	38	64	30	38	37	22	37	113	91	66	35	33	24	14
CDS:b1787:yeaK:aminoacyl-tRNA_editing_domain_protein:cds1775:+:503:NC_000913.3	283	389	589	804	104	470	452	281	503	60	43	625	213	541	677	412	502	199	618	602	612	434	318	265
AS_CDS:b1787:yeaK:aminoacyl-tRNA_editing_domain_protein:cds1775:+:503:NC_000913.3	9	17	11	30	5	7	10	16	18	4	0	28	4	8	17	10	20	9	11	17	10	15	9	15
CDS:b1788:yoaI:uncharacterized_protein:cds1776:-:104:NC_000913.3	8	6	7	7	5	5	5	5	14	2	1	10	4	10	13	8	12	4	7	7	5	3	9	5
AS_CDS:b1788:yoaI:uncharacterized_protein:cds1776:-:104:NC_000913.3	28	56	86	86	10	50	61	39	30	5	3	55	18	51	57	61	51	24	76	50	67	47	41	32
IGR:(CDS,b1788,yoaI,uncharacterized_protein,cds1776,-,104/CDS,b1789,yeaL,UPF0756_family_putative_inner_membrane_protein,cds1777,+,446):+:498:NC_000913.3	12	27	48	31	9	17	30	21	18	7	0	31	5	25	25	34	21	13	47	33	43	21	18	20
AS_IGR:(CDS,b1788,yoaI,uncharacterized_protein,cds1776,-,104/CDS,b1789,yeaL,UPF0756_family_putative_inner_membrane_protein,cds1777,+,446):+:498:NC_000913.3	4	5	3	6	1	4	3	5	14	2	1	5	6	10	12	7	7	3	6	4	6	2	9	4
CDS:b1789:yeaL:UPF0756_family_putative_inner_membrane_protein:cds1777:+:446:NC_000913.3	34	39	50	74	39	42	71	36	47	14	5	54	52	88	81	53	54	36	66	46	49	46	32	39
AS_CDS:b1789:yeaL:UPF0756_family_putative_inner_membrane_protein:cds1777:+:446:NC_000913.3	34	39	79	76	13	45	77	34	47	6	4	77	21	64	62	39	60	48	70	45	63	52	33	42
CDS:b1790:yeaM:putative_DNA-binding_transcriptional_regulator:cds1778:-:821:NC_000913.3	105	165	299	321	63	160	176	109	151	38	23	233	99	181	185	147	171	145	230	249	255	138	98	117
AS_CDS:b1790:yeaM:putative_DNA-binding_transcriptional_regulator:cds1778:-:821:NC_000913.3	19	29	30	36	46	29	39	20	26	14	4	42	47	48	69	61	30	35	35	38	39	27	18	22
IGR:(CDS,b1790,yeaM,putative_DNA-binding_transcriptional_regulator,cds1778,-,821/CDS,b1791,yeaN,putative_transporter,cds1779,+,1181):+:1233:NC_000913.3	0	0	1	3	0	0	1	0	0	0	0	4	0	0	0	0	1	0	2	1	3	0	1	1
AS_IGR:(CDS,b1790,yeaM,putative_DNA-binding_transcriptional_regulator,cds1778,-,821/CDS,b1791,yeaN,putative_transporter,cds1779,+,1181):+:1233:NC_000913.3	1	3	6	7	1	4	4	2	3	1	1	7	1	2	4	5	3	2	5	4	6	3	2	1
CDS:b1791:yeaN:putative_transporter:cds1779:+:1181:NC_000913.3	104	76	155	180	68	130	143	127	181	36	8	177	101	140	162	157	139	58	117	117	193	109	115	115
AS_CDS:b1791:yeaN:putative_transporter:cds1779:+:1181:NC_000913.3	23	41	42	64	22	47	28	33	56	3	6	72	33	46	55	57	32	42	42	70	54	30	28	21
IGR:(CDS,b1791,yeaN,putative_transporter,cds1779,+,1181/CDS,b1792,yeaO,DUF488_family_protein,cds1780,+,347):+:399:NC_000913.3	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0
AS_IGR:(CDS,b1791,yeaN,putative_transporter,cds1779,+,1181/CDS,b1792,yeaO,DUF488_family_protein,cds1780,+,347):+:399:NC_000913.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CDS:b1792:yeaO:DUF488_family_protein:cds1780:+:347:NC_000913.3	188	130	173	243	77	99	101	136	251	35	21	240	94	107	156	103	240	131	143	182	198	107	100	113
AS_CDS:b1792:yeaO:DUF488_family_protein:cds1780:+:347:NC_000913.3	47	53	95	113	11	76	82	68	98	8	9	72	27	75	112	54	96	29	88	83	89	96	70	69
CDS:b1793:yoaF:DUF333_family_outer_membrane_lipoprotein:cds1781:-:254:NC_000913.3	38	126	201	192	38	127	133	73	79	52	21	141	64	152	215	82	87	133	219	169	145	120	108	67
AS_CDS:b1793:yoaF:DUF333_family_outer_membrane_lipoprotein:cds1781:-:254:NC_000913.3	48	33	46	64	17	28	38	38	67	10	5	53	23	49	50	98	82	25	36	46	56	40	37	51
IGR:(CDS,b1793,yoaF,DUF333_family_outer_membrane_lipoprotein,cds1781,-,254/CDS,b1794,yeaP,diguanylate_cyclase,cds1782,+,1025):+:1077:NC_000913.3	15	14	17	22	3	23	12	11	20	2	1	19	9	24	24	23	19	10	17	19	24	19	15	12
AS_IGR:(CDS,b1793,yoaF,DUF333_family_outer_membrane_lipoprotein,cds1781,-,254/CDS,b1794,yeaP,diguanylate_cyclase,cds1782,+,1025):+:1077:NC_000913.3	4	8	19	18	3	7	13	8	9	5	5	15	7	10	19	33	8	18	14	19	25	17	6	6
CDS:b1794:yeaP:diguanylate_cyclase:cds1782:+:1025:NC_000913.3	555	608	999	1291	168	1044	1007	589	719	146	95	889	336	1333	1157	654	810	417	1041	940	1021	849	528	553
AS_CDS:b1794:yeaP:diguanylate_cyclase:cds1782:+:1025:NC_000913.3	24	16	26	24	8	18	23	35	38	3	4	29	10	33	27	55	34	13	14	33	26	20	14	17
CDS:b4676:yoaK:inner_membrane-associated_protein:cds1783:+:98:NC_000913.3	62	105	174	280	34	159	115	82	147	37	23	233	116	199	194	116	122	72	176	170	186	110	74	63
AS_CDS:b4676:yoaK:inner_membrane-associated_protein:cds1783:+:98:NC_000913.3	21	3	4	13	3	14	9	13	38	1	0	19	8	13	16	19	28	3	5	16	13	14	6	34
CDS:b4675:yoaJ:inner_membrane-associated_protein:cds1784:+:74:NC_000913.3	52	84	128	256	40	126	65	79	142	33	19	193	130	140	132	99	136	60	128	149	159	92	54	50
AS_CDS:b4675:yoaJ:inner_membrane-associated_protein:cds1784:+:74:NC_000913.3	243	27	45	162	79	87	112	203	588	12	14	194	149	111	136	121	421	21	42	117	186	134	93	155
CDS:b1795:yeaQ:UPF0410_family_protein:cds1785:-:248:NC_000913.3	4592	509	870	3098	1168	1523	2085	3614	11282	247	296	3528	2794	2029	2632	2874	8448	443	773	2196	3558	2303	1780	2554
AS_CDS:b1795:yeaQ:UPF0410_family_protein:cds1785:-:248:NC_000913.3	57	26	53	86	20	41	48	58	174	10	8	84	61	79	79	229	178	15	49	76	82	57	45	47
IGR:(CDS,b1795,yeaQ,UPF0410_family_protein,cds1785,-,248/CDS,b1796,yoaG,uncharacterized_protein,cds1786,-,182):+:234:NC_000913.3	4	2	6	6	1	5	3	3	6	0	0	12	5	4	3	20	0	1	3	8	5	1	4	4
AS_IGR:(CDS,b1795,yeaQ,UPF0410_family_protein,cds1785,-,248/CDS,b1796,yoaG,uncharacterized_protein,cds1786,-,182):+:234:NC_000913.3	139	14	27	86	30	44	70	102	305	9	5	104	80	61	90	1049	236	14	26	56	102	74	74	87
CDS:b1796:yoaG:uncharacterized_protein:cds1786:-:182:NC_000913.3	6	3	3	10	4	5	10	8	17	0	3	15	2	9	7	1407	12	1	6	5	11	2	2	5
AS_CDS:b1796:yoaG:uncharacterized_protein:cds1786:-:182:NC_000913.3	2	14	12	17	2	7	6	1	8	0	1	12	2	7	5	8	11	8	13	12	11	5	2	0
CDS:b1797:yeaR:DUF1971_family_protein2C_nitrate-inducible:cds1787:-:359:NC_000913.3	5	2	4	7	1	5	8	2	13	0	1	7	3	4	14	77	9	3	4	6	4	1	6	4
AS_CDS:b1797:yeaR:DUF1971_family_protein2C_nitrate-inducible:cds1787:-:359:NC_000913.3	2	7	5	4	0	3	1	0	2	0	0	1	0	6	0	1	2	0	5	2	1	0	0	1
IGR:(CDS,b1797,yeaR,DUF1971_family_protein2C_nitrate-inducible,cds1787,-,359/CDS,b1798,leuE,leucine_efflux_protein,cds1788,-,638):+:690:NC_000913.3	0	2	1	4	0	1	0	3	2	0	0	2	0	1	1	1	0	2	1	0	0	1	1	1
AS_IGR:(CDS,b1797,yeaR,DUF1971_family_protein2C_nitrate-inducible,cds1787,-,359/CDS,b1798,leuE,leucine_efflux_protein,cds1788,-,638):+:690:NC_000913.3	3	5	11	4	0	1	4	3	4	0	0	5	0	5	12	2	2	2	5	5	3	6	3	3
CDS:b1798:leuE:leucine_efflux_protein:cds1788:-:638:NC_000913.3	101	301	332	440	44	195	193	115	189	22	23	420	83	274	275	163	206	70	387	359	422	154	108	88
AS_CDS:b1798:leuE:leucine_efflux_protein:cds1788:-:638:NC_000913.3	8	13	24	25	3	11	5	8	17	31	21	44	8	23	13	14	14	27	18	24	27	12	10	11
IGR:(CDS,b1798,leuE,leucine_efflux_protein,cds1788,-,638/CDS,b1799,dmlR,transcriptional_activator_of_dmlA,cds1789,-,923):+:975:NC_000913.3	2	1	1	6	0	2	2	1	2	0	1	4	1	0	2	1	0	1	4	9	3	1	0	4
AS_IGR:(CDS,b1798,leuE,leucine_efflux_protein,cds1788,-,638/CDS,b1799,dmlR,transcriptional_activator_of_dmlA,cds1789,-,923):+:975:NC_000913.3	36	61	79	87	8	35	42	36	55	4	2	81	20	54	48	24	76	16	86	82	103	39	35	29
CDS:b1799:dmlR:transcriptional_activator_of_dmlA:cds1789:-:923:NC_000913.3	500	1010	1367	1608	229	635	714	552	541	116	92	1305	317	769	687	509	843	595	1440	1345	1598	477	506	406
AS_CDS:b1799:dmlR:transcriptional_activator_of_dmlA:cds1789:-:923:NC_000913.3	55	33	51	63	66	34	78	59	113	6	3	57	56	52	91	43	138	30	41	54	70	42	62	92
IGR:(CDS,b1799,dmlR,transcriptional_activator_of_dmlA,cds1789,-,923/CDS,b1800,dmlA,D-malate_oxidase2C_NAD-dependent3B_putative_tartrate_dehydrogenase,cds1790,+,1085):+:1137:NC_000913.3	2	1	1	3	2	3	3	1	4	0	0	1	2	2	5	19	2	0	2	3	6	2	3	4
AS_IGR:(CDS,b1799,dmlR,transcriptional_activator_of_dmlA,cds1789,-,923/CDS,b1800,dmlA,D-malate_oxidase2C_NAD-dependent3B_putative_tartrate_dehydrogenase,cds1790,+,1085):+:1137:NC_000913.3	18	52	106	91	22	30	39	26	27	13	11	88	21	40	49	43	37	50	99	96	92	24	31	18
CDS:b1800:dmlA:D-malate_oxidase2C_NAD-dependent3B_putative_tartrate_dehydrogenase:cds1790:+:1085:NC_000913.3	118	92	152	246	62	159	78	96	118	5	17	126	82	137	125	142	130	74	100	101	128	210	104	83
AS_CDS:b1800:dmlA:D-malate_oxidase2C_NAD-dependent3B_putative_tartrate_dehydrogenase:cds1790:+:1085:NC_000913.3	7	17	30	20	2	13	4	9	0	2	1	22	6	26	7	133	4	11	23	23	13	14	4	4
IGR:(CDS,b1800,dmlA,D-malate_oxidase2C_NAD-dependent3B_putative_tartrate_dehydrogenase,cds1790,+,1085/CDS,b1801,yeaV,putative_transporter,cds1791,+,1445):+:1497:NC_000913.3	4	4	6	10	3	5	3	4	5	1	1	8	4	4	3	10	4	3	6	3	6	9	2	6
AS_IGR:(CDS,b1800,dmlA,D-malate_oxidase2C_NAD-dependent3B_putative_tartrate_dehydrogenase,cds1790,+,1085/CDS,b1801,yeaV,putative_transporter,cds1791,+,1445):+:1497:NC_000913.3	0	2	2	7	0	4	4	0	0	1	0	7	4	2	8	0	4	3	3	1	5	0	4	4
CDS:b1801:yeaV:putative_transporter:cds1791:+:1445:NC_000913.3	26	137	210	273	29	49	51	27	43	8	9	239	54	78	87	56	47	44	178	166	183	43	26	22
AS_CDS:b1801:yeaV:putative_transporter:cds1791:+:1445:NC_000913.3	15	23	32	20	0	15	10	29	10	3	0	17	10	15	29	11	17	21	19	17	15	9	10	8
CDS:b1802:yeaW:putative_YeaWX_dioxygenase_alpha_subunit3B_2Fe-2S_cluster:cds1792:+:1124:NC_000913.3	19	27	29	62	3	44	29	15	23	7	2	40	9	25	53	28	51	12	50	26	30	34	25	14
AS_CDS:b1802:yeaW:putative_YeaWX_dioxygenase_alpha_subunit3B_2Fe-2S_cluster:cds1792:+:1124:NC_000913.3	10	9	19	33	1	9	20	6	17	0	0	30	2	18	24	5	16	14	20	23	26	16	9	19
IGR:(CDS,b1802,yeaW,putative_YeaWX_dioxygenase_alpha_subunit3B_2Fe-2S_cluster,cds1792,+,1124/CDS,b1803,yeaX,putative_YeaWX_dioxygenase_beta_subunit2C_reductase_component,cds1793,+,965):+:1017:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AS_IGR:(CDS,b1802,yeaW,putative_YeaWX_dioxygenase_alpha_subunit3B_2Fe-2S_cluster,cds1792,+,1124/CDS,b1803,yeaX,putative_YeaWX_dioxygenase_beta_subunit2C_reductase_component,cds1793,+,965):+:1017:NC_000913.3	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0
CDS:b1803:yeaX:putative_YeaWX_dioxygenase_beta_subunit2C_reductase_component:cds1793:+:965:NC_000913.3	97	110	126	228	91	125	127	88	208	31	7	244	150	212	202	77	167	55	119	206	190	194	119	84
AS_CDS:b1803:yeaX:putative_YeaWX_dioxygenase_beta_subunit2C_reductase_component:cds1793:+:965:NC_000913.3	15	18	52	36	12	39	39	16	26	4	4	42	9	60	80	38	24	32	40	39	54	41	26	33
CDS:b1804:rnd:ribonuclease_D:cds1794:-:1127:NC_000913.3	154	200	270	327	39	343	370	261	207	28	14	293	98	445	577	388	232	136	325	243	265	397	271	243
AS_CDS:b1804:rnd:ribonuclease_D:cds1794:-:1127:NC_000913.3	21	23	48	55	17	53	50	29	62	6	3	60	38	57	63	118	46	27	47	56	63	53	37	33
IGR:(CDS,b1804,rnd,ribonuclease_D,cds1794,-,1127/CDS,b1805,fadD,acyl-CoA_synthetase_28long-chain-fatty-acid--CoA_ligase29,cds1795,-,1685):+:1737:NC_000913.3	5	14	11	21	17	7	6	4	5	6	3	14	27	9	13	1	5	12	13	12	22	13	6	6
AS_IGR:(CDS,b1804,rnd,ribonuclease_D,cds1794,-,1127/CDS,b1805,fadD,acyl-CoA_synthetase_28long-chain-fatty-acid--CoA_ligase29,cds1795,-,1685):+:1737:NC_000913.3	39	75	114	190	164	78	47	58	82	41	25	138	213	76	109	36	55	117	108	115	146	123	62	51
CDS:b1805:fadD:acyl-CoA_synthetase_28long-chain-fatty-acid--CoA_ligase29:cds1795:-:1685:NC_000913.3	2541	5278	6149	8406	7404	3089	2565	2631	3124	1922	1210	6797	9512	3841	6348	3580	2936	8001	5735	6446	5997	4430	2973	2707
AS_CDS:b1805:fadD:acyl-CoA_synthetase_28long-chain-fatty-acid--CoA_ligase29:cds1795:-:1685:NC_000913.3	76	125	143	174	144	68	67	64	86	37	24	149	210	108	143	105	100	162	155	148	146	98	74	67
IGR:(CDS,b1805,fadD,acyl-CoA_synthetase_28long-chain-fatty-acid--CoA_ligase29,cds1795,-,1685/CDS,b1806,yeaY,Slp_family_lipoprotein2C_RpoE-regulated,cds1796,-,581):+:633:NC_000913.3	31	53	21	72	15	26	24	24	65	7	8	64	50	29	62	32	48	9	27	39	45	40	35	31
AS_IGR:(CDS,b1805,fadD,acyl-CoA_synthetase_28long-chain-fatty-acid--CoA_ligase29,cds1795,-,1685/CDS,b1806,yeaY,Slp_family_lipoprotein2C_RpoE-regulated,cds1796,-,581):+:633:NC_000913.3	228	319	359	476	606	118	105	120	268	117	85	390	690	149	311	326	208	444	330	361	294	231	162	162
CDS:b1806:yeaY:Slp_family_lipoprotein2C_RpoE-regulated:cds1796:-:581:NC_000913.3	652	908	982	1467	338	625	681	730	1137	82	57	1080	549	695	799	894	1215	367	868	1213	1257	684	593	637
AS_CDS:b1806:yeaY:Slp_family_lipoprotein2C_RpoE-regulated:cds1796:-:581:NC_000913.3	17	40	39	65	13	25	23	23	39	8	4	59	18	27	37	65	37	30	39	40	42	21	17	24
CDS:b1807:tsaB:tRNA28ANN29_t28629A37_threonylcarbamoyladenosine_modification_protein3B_binding_partner_and_protease_for_TsaD:cds1797:-:695:NC_000913.3	110	107	143	183	20	230	284	177	121	7	7	144	53	249	330	280	146	35	139	159	163	207	183	150
AS_CDS:b1807:tsaB:tRNA28ANN29_t28629A37_threonylcarbamoyladenosine_modification_protein3B_binding_partner_and_protease_for_TsaD:cds1797:-:695:NC_000913.3	7	9	9	14	3	13	16	4	17	9	2	25	11	20	19	21	6	5	12	15	13	10	13	9
IGR:(CDS,b1807,tsaB,tRNA28ANN29_t28629A37_threonylcarbamoyladenosine_modification_protein3B_binding_partner_and_protease_for_TsaD,cds1797,-,695/CDS,b1808,yoaA,putative_ATP-dependent_helicase2C_DinG_family,cds1798,-,1910):+:1962:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AS_IGR:(CDS,b1807,tsaB,tRNA28ANN29_t28629A37_threonylcarbamoyladenosine_modification_protein3B_binding_partner_and_protease_for_TsaD,cds1797,-,695/CDS,b1808,yoaA,putative_ATP-dependent_helicase2C_DinG_family,cds1798,-,1910):+:1962:NC_000913.3	0	1	1	1	0	1	1	1	1	0	0	1	0	2	1	1	2	1	1	1	1	2	1	0
CDS:b1808:yoaA:putative_ATP-dependent_helicase2C_DinG_family:cds1798:-:1910:NC_000913.3	213	200	316	327	64	391	372	301	219	22	10	272	141	434	395	270	264	128	354	327	325	301	278	204
AS_CDS:b1808:yoaA:putative_ATP-dependent_helicase2C_DinG_family:cds1798:-:1910:NC_000913.3	7	13	39	45	6	30	28	27	32	6	7	21	14	42	35	35	23	14	21	32	31	19	16	32
IGR:(CDS,b1808,yoaA,putative_ATP-dependent_helicase2C_DinG_family,cds1798,-,1910/CDS,b1809,yoaB,putative_reactive_intermediate_deaminase,cds1799,+,344):+:396:NC_000913.3	7	7	9	14	2	10	11	4	10	2	2	8	2	18	19	4	12	4	7	10	7	9	4	3
AS_IGR:(CDS,b1808,yoaA,putative_ATP-dependent_helicase2C_DinG_family,cds1798,-,1910/CDS,b1809,yoaB,putative_reactive_intermediate_deaminase,cds1799,+,344):+:396:NC_000913.3	1	1	0	0	0	1	1	1	4	0	0	1	0	1	1	14	3	0	0	1	1	1	0	2
CDS:b1809:yoaB:putative_reactive_intermediate_deaminase:cds1799:+:344:NC_000913.3	491	730	935	1072	148	1017	829	507	791	140	109	837	277	1346	1383	415	792	477	916	874	696	683	456	297
AS_CDS:b1809:yoaB:putative_reactive_intermediate_deaminase:cds1799:+:344:NC_000913.3	12	12	14	27	1	11	6	6	32	6	5	28	3	16	16	34	20	8	12	12	22	18	8	19
IGR:(CDS,b1809,yoaB,putative_reactive_intermediate_deaminase,cds1799,+,344/CDS,b1810,yoaC,DUF1889_family_protein,cds1800,+,299):+:351:NC_000913.3	481	230	331	570	119	409	411	387	1129	60	54	578	290	541	664	785	896	132	310	540	534	462	398	374
AS_IGR:(CDS,b1809,yoaB,putative_reactive_intermediate_deaminase,cds1799,+,344/CDS,b1810,yoaC,DUF1889_family_protein,cds1800,+,299):+:351:NC_000913.3	31	24	63	54	7	31	36	39	93	10	14	70	33	41	40	55	74	16	53	65	34	23	33	37
CDS:b1810:yoaC:DUF1889_family_protein:cds1800:+:299:NC_000913.3	2200	452	772	2178	582	1472	1950	2015	5448	133	179	2568	1364	1713	2455	2032	4257	258	588	1700	2480	1730	1435	1922
AS_CDS:b1810:yoaC:DUF1889_family_protein:cds1800:+:299:NC_000913.3	49	47	44	98	13	98	68	44	140	16	7	104	24	111	99	65	133	33	95	109	84	115	73	77
IGR:(CDS,b1810,yoaC,DUF1889_family_protein,cds1800,+,299/CDS,b1811,yoaH,UPF0181_family_protein,cds1801,-,179):+:231:NC_000913.3	352	87	149	371	100	273	342	327	849	30	24	464	245	298	425	508	689	47	110	290	385	290	244	358
AS_IGR:(CDS,b1810,yoaC,DUF1889_family_protein,cds1800,+,299/CDS,b1811,yoaH,UPF0181_family_protein,cds1801,-,179):+:231:NC_000913.3	58	55	98	128	28	84	69	57	84	9	10	118	47	101	94	40	97	36	86	99	87	82	41	62
CDS:b1811:yoaH:UPF0181_family_protein:cds1801:-:179:NC_000913.3	208	184	332	412	109	274	217	165	260	38	38	405	205	353	327	176	294	130	287	303	340	266	160	188
AS_CDS:b1811:yoaH:UPF0181_family_protein:cds1801:-:179:NC_000913.3	126	47	85	197	18	66	77	91	266	6	9	191	49	107	163	1678	261	16	50	125	145	110	79	107
IGR:(CDS,b1811,yoaH,UPF0181_family_protein,cds1801,-,179/CDS,b1812,pabB,aminodeoxychorismate_synthase2C_subunit_I,cds1802,+,1361):+:1413:NC_000913.3	8	2	3	11	1	8	8	5	13	0	0	9	1	3	7	189	16	1	2	5	10	4	6	2
AS_IGR:(CDS,b1811,yoaH,UPF0181_family_protein,cds1801,-,179/CDS,b1812,pabB,aminodeoxychorismate_synthase2C_subunit_I,cds1802,+,1361):+:1413:NC_000913.3	4	5	7	10	1	6	3	3	7	1	0	4	3	4	6	23	8	3	8	7	11	5	5	5
CDS:b1812:pabB:aminodeoxychorismate_synthase2C_subunit_I:cds1802:+:1361:NC_000913.3	119	67	116	170	28	122	171	128	200	7	17	153	59	136	220	348	194	44	78	134	147	131	158	137
AS_CDS:b1812:pabB:aminodeoxychorismate_synthase2C_subunit_I:cds1802:+:1361:NC_000913.3	71	106	118	166	33	92	114	84	101	16	13	144	69	137	115	230	102	99	124	135	195	100	73	95
CDS:b1813:nudL:putative_CoA_pyrophosphohydrolase2C_weak_3-phosphohydroxypyruvate_phosphatase:cds1803:+:578:NC_000913.3	350	124	193	351	112	246	320	343	502	40	23	318	177	236	468	362	586	122	158	255	319	263	320	326
AS_CDS:b1813:nudL:putative_CoA_pyrophosphohydrolase2C_weak_3-phosphohydroxypyruvate_phosphatase:cds1803:+:578:NC_000913.3	24	10	13	24	11	25	41	41	66	8	9	34	9	36	36	33	54	16	12	23	43	22	15	31
IGR:(CDS,b1813,nudL,putative_CoA_pyrophosphohydrolase2C_weak_3-phosphohydroxypyruvate_phosphatase,cds1803,+,578/CDS,b1814,sdaA,L-serine_dehydratase_1,cds1804,+,1364):+:1416:NC_000913.3	306	69	109	279	114	228	299	315	831	7	24	348	186	254	442	248	696	73	115	189	329	223	294	315
AS_IGR:(CDS,b1813,nudL,putative_CoA_pyrophosphohydrolase2C_weak_3-phosphohydroxypyruvate_phosphatase,cds1803,+,578/CDS,b1814,sdaA,L-serine_dehydratase_1,cds1804,+,1364):+:1416:NC_000913.3	3	2	3	2	1	2	3	6	5	1	1	2	1	3	4	10	4	4	0	3	9	5	3	3
CDS:b1814:sdaA:L-serine_dehydratase_1:cds1804:+:1364:NC_000913.3	2260	737	964	1706	283	2003	2463	2560	3158	53	62	1569	467	2092	2293	2895	3583	301	933	1289	2013	1722	1573	1985
AS_CDS:b1814:sdaA:L-serine_dehydratase_1:cds1804:+:1364:NC_000913.3	3	4	6	14	6	12	14	4	4	3	1	17	4	19	9	11	21	10	14	16	22	13	10	6
